Địa phương,Năm,Tỷ lệ dân số từ 15 tuổi trở lên biết chữ (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc trong nền kinh tế đã qua đào tạo (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số (%),Lực lượng lao động từ 15 tuổi trở lên (Nghìn người),"Bình quân Thu nhập từ tiền lương, tiền công","Bình quân Thu nhập từ nông, lâm nghiệp, thuỷ sản","Bình quân Thu nhập phi nông, lâm nghiệp, thuỷ sản",Bình quân Các khoản thu nhập khác,Bình quân thu nhập Nhóm 1,Bình quân thu nhập Nhóm 2,Bình quân thu nhập ,Bình quân thu nhập Nhóm 4,Bình quân thu nhập Nhóm 5,Tuổi kết hôn trung bình lần đầu,Nam,Nông thôn,Nữ,Thành thị,Tỷ lệ tăng tự nhiên (‰),Tỷ suất chết thô (‰),Tỷ suất sinh thô (‰),Trung bình số con/phụ nữ,Chỉ số giá sinh hoạt theo không gian theo địa phương (Hà Nội = 100%) (%),Số vụ ly hôn,Số nam/100 nữ,Tỷ suất di cư thuần (‰),Số lượng Kết hôn lần đầu,Số lượng Kết hôn lần thứ 2 trở lên,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập thấp nhất,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập cao nhất,Nhóm thu nhập cao nhất so với nhóm thu nhập thấp nhất (Lần),Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Vùng,Bình quân dân số (Nghìn người),Tỷ lệ dân số Nông thôn,Tỷ lệ dân số Thành thị,Phân bố dân số
Hà Nam,2010,97,13.8,59.9,480.1,470000,264000,248000,168000,418000,691000,938000,1243000,2456000,23.9,386.79,708.7,404.62,82.7,7.7,7.1,14.8,2.09,84.29,,95.59,-4.6,,,418000,2456000,5.9,,,,Ðồng bằng sông Hồng,791.4,0.895501643,0.104498357,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2011,97.7,15.2,58.3,469,,,,,,,,,,,389.18,711.34,406.47,84.3,7,7.9,14.9,2.16,,,95.74,-4,,,,,,860.5,786.9,914.47,Ðồng bằng sông Hồng,795.64,0.894047559,0.105952441,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2012,98.4,16.1,58.6,477,710000,374000,440000,230000,587000,1094000,1551000,2067000,3449000,,392.02,714.55,408.79,86.26,5.1,7.7,12.8,1.83,84.84,,95.9,-4.2,,,587000,3449000,5.9,860.5,792.2,920.63,Ðồng bằng sông Hồng,800.81,0.892284062,0.107715938,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2013,98.2,18.1,59,480,,,,,,,,,,25.4,395.58,680.19,411.86,127.25,5.8,7.5,13.4,1.87,85.03,91,96.05,-0.1,,,,,,860.5,796,925.04,Ðồng bằng sông Hồng,807.44,0.842403151,0.157596849,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2014,98.1,16.63,58.3,481.6,917000,389000,544000,348000,740000,1327000,1859000,2543000,4499000,25.4,399.64,685.31,415.43,129.76,6.6,8.5,15,1.99,84.63,109,96.2,-2,,,740000,4499000,6.1,862,799.4,927,Ðồng bằng sông Hồng,815.07,0.84079895,0.15920105,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2015,98.2,16.9,58.4,488.8,,,,,,,,,,25,404.5,691.2,419.8,133,8.9,6.2,15.2,2.22,86.94,76,96.4,-3.2,,,,,,862,802.7,931,Ðồng bằng sông Hồng,824.2,0.8386314,0.1613686,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2016,98.4,17,57.7,488.2,1295000,499000,681000,351000,937000,1740000,2458000,3226000,5810000,25.7,408.7,696.6,423.5,135.6,8,6.2,14.3,2.11,93.48,87,96.5,-1.9,,,937000,5810000,6.2,862,803.7,932,Ðồng bằng sông Hồng,832.2,0.837058399,0.162941601,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2017,98.1,18.1,57.1,487.4,,,,,,,,,,25.2,412.8,701.5,427,138.2,5.7,6.5,12.2,1.97,90.63,116,96.7,-4.9,,,,,,861.9,805.7,935,Ðồng bằng sông Hồng,839.7,0.835417411,0.164582589,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2018,98,20.8,56.6,487.7,1814000,445000,814000,535000,1131000,2288000,3065000,3874000,7746000,25,416.7,706.4,430.4,140.8,5.5,9,14.5,2.39,91.52,145,96.8,-4,5724,568,1131000,7746000,6.8,861.9,808.2,938,Ðồng bằng sông Hồng,847.2,0.833805477,0.166194523,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2019,98.6,20,56,486.9,1968000,436000,960000,564000,1197000,2529000,3301000,4420000,8257000,24.6,420.6,711.2,433.8,143.3,9.3,6.8,16.1,2.44,90.73,203,96.97,-3.4,5237,583,1197000,8257000,6.9,861.9,854.5,991,Ðồng bằng sông Hồng,854.5,0.83229959,0.16770041,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2020,98.6,22.05,53.4,466.97,,,,,1338310,2691660,3528130,4532640,8083990,24.93,424.65,622.15,437.19,239.68,10.06,6.52,16.58,2.36,90.86,151,97.13,1.59,4104,570,1338300,8084000,6,861.93,861.83,1000,Ðồng bằng sông Hồng,861.83,0.721894109,0.278105891,Hơn 2/3 dân số sống tại Nông thôn
Hà Nam,2021,98.86,27.57,49.4,439.4,,,,,1564670,2932050,3776690,4947140,8679140,25.8,431.41,630.31,443.8,244.91,10.33,4.5,14.83,2.35,90.64,161,97.21,-1.51,3714,548,1564700,8679100,5.5,861.93,875.22,1015,Ðồng bằng sông Hồng,875.22,0.720173214,0.279826786,Hơn 2/3 dân số sống tại Nông thôn
Hà Nội,2007,,,48.5,1653.7,,,,,,,,,,,1618.3,1122,1610.2,2106.5,11.6,4.9,16.5,1.91,,,100.5,4.3,,,,,,,,,Ðồng bằng sông Hồng,3228.5,0.347529813,0.652470187,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2008,,23.3,51.4,3421.2,,,,,,,,,,,3124.9,3785.6,3256.9,2596.2,12.3,4.6,16.9,2.06,,,95.9,3.9,,,,,,,,,Ðồng bằng sông Hồng,6381.8,0.593186875,0.406813125,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2009,97.9,31.1,50.9,3405.8,,,,,,,,,,,3180,3819.2,3292,2652.8,13.1,6,19.2,2.08,,,96.6,9.9,,,,,,,,,Ðồng bằng sông Hồng,6472,0.590111248,0.409888752,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2010,97.8,30.8,53.1,3614.6,1165000,109000,467000,273000,542000,981000,1470000,2239000,4834000,24.9,3264.96,3813.57,3374.12,2825.52,12.7,6,18.8,2,100,,96.76,5.9,,,542000,4834000,8.9,,,,Ðồng bằng sông Hồng,6639.09,0.574411553,0.425588447,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2011,98,30.4,52.1,3639.2,,,,,,,,,,,3359.81,3925.45,3466,2900.37,11.8,6.8,18.6,2.02,,,96.94,4.7,,,,,,3328.9,6761.3,2031.09,Ðồng bằng sông Hồng,6825.82,0.575088414,0.424911586,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2012,98.3,34.9,53.1,3807.9,1741000,169000,657000,378000,804000,1560000,2271000,3255000,6829000,,3444.43,4018.82,3547.01,2972.61,9.9,7.2,17.1,2.06,100,,97.11,2.8,,,804000,6829000,8.5,3323.6,6865.2,2065.59,Ðồng bằng sông Hồng,6991.43,0.574820888,0.425179112,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2013,98.2,36.5,52.9,3893.3,,,,,,,,,,24.9,3515.06,4103.75,3613.33,3024.64,9.2,7.3,16.5,2.03,100,953,97.28,0.3,,,,,,3324.3,6977,2098.79,Ðồng bằng sông Hồng,7128.39,0.575691005,0.424308995,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2014,98.6,39.19,52,3935.69,2537000,226000,767000,583000,1224000,2048000,2864000,4046000,10368000,25.1,3595.78,3702.03,3689.76,3583.51,12.3,6.6,18.9,2.18,100,1018,97.45,-0.4,,,1224000,10368000,8.5,3324.5,7095.9,2134,Ðồng bằng sông Hồng,7285.54,0.50813392,0.49186608,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2015,98.5,43.8,52,4005.2,,,,,,,,,,25.2,3672.2,3783.1,3761.4,3650.5,9.1,7.3,16.3,2.04,100,875,97.6,0.6,,,,,,3324.5,7216,2171,Ðồng bằng sông Hồng,7433.6,0.508918963,0.491081037,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2016,98.7,44.9,51.4,4006.3,3020000,282000,1005000,568000,1390000,2622000,3576000,4857000,11941000,25.3,3753.2,3857.7,3837.6,3733,8.8,7.8,16.6,2.06,100,884,97.8,2,,,1390000,11941000,8.6,3358.9,7328.4,2182,Ðồng bằng sông Hồng,7590.7,0.508213999,0.491786001,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2017,98.7,44.2,50.7,4024.2,,,,,,,,,,25.9,3831.5,3932.2,3910.7,3810,9.6,5.5,15.1,2,100,1273,98,-0.3,,,,,,3358.6,7420.1,2209,Ðồng bằng sông Hồng,7742.2,0.507891814,0.492108186,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2018,98.8,42,50.4,4064.8,3960000,166000,1134000,795000,1558000,3528000,4680000,6301000,14225000,26.2,3920.3,4009.6,3994.2,3904.8,8.6,6.1,14.7,2.07,100,963,98.1,2.1,40990,6813,1558000,14225000,9.1,3358.6,7520.7,2239,Ðồng bằng sông Hồng,7914.4,0.506620843,0.493379157,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2019,99.2,48.1,50,4118.3,4192000,216000,1384000,610000,1529000,3637000,5600000,7253000,14008000,25.7,4012.7,4093.6,4081.2,4000.3,13.4,5.7,19.1,2.24,100,1017,98.32,6.3,40576,7005,1529000,14008000,9.2,3358.6,8093.9,2410,Ðồng bằng sông Hồng,8093.9,0.5057636,0.4942364,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2020,98.9,48.5,49.02,4124.62,,,,,2083910,3828850,5144670,7087490,12913080,25.82,4083.48,4185.48,4163.06,4061.06,12.47,5.43,17.9,2.25,100,825,98.09,3.73,34570,6329,2083900,12913100,6.2,3358.6,8246.54,2455,Ðồng bằng sông Hồng,8246.54,0.50754377,0.49245623,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Nội,2021,98.94,50.27,46.09,3939.9,,,,,1998270,3380550,4544240,7471220,12630630,26.42,4132.01,4235.47,4198.83,4095.37,9.78,7.58,17.37,2.18,100,1003,98.41,5.93,31596,6462,1998300,12630600,6.3,3359.82,8330.83,2480,Ðồng bằng sông Hồng,8330.84,0.508408516,0.491591484,Tương đối cân bằng giữa Thành thị và Nông thôn
Hà Tĩnh,2007,,,48.9,631.9,,,,,,,,,,,615.2,1070.4,623.8,168.6,8.9,5.8,14.7,2.46,,,98.6,-7,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1239,0.863922518,0.136077482,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2008,,12,53.5,679.8,,,,,,,,,,,592.4,1058,641.6,176,9.6,6.6,16.2,2.65,,,92.3,0.3,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1234,0.857374392,0.142625608,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2009,97.3,14.6,52.5,666.5,,,,,,,,,,,607.1,1044.3,620.7,183.5,6.8,8.9,15.7,2.46,,,97.8,-12.9,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1227.8,0.850545691,0.149454309,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2010,97.4,14.6,53.3,675.8,336000,214000,147000,142000,278000,450000,645000,899000,1921000,25,609.83,1043.33,622.83,189.33,5.2,8.9,14,2.46,88.98,,97.91,-9.7,,,278000,1921000,6.9,,,,Bắc Trung Bộ và duyên hải miền Trung,1232.66,0.846405335,0.153594665,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2011,97.4,12.4,56.5,706.3,,,,,,,,,,,612.17,1041.46,624.54,195.25,4.8,9.1,14,2.5,,,98.02,-6.2,,,,,,5997.2,1237.8,206.4,Bắc Trung Bộ và duyên hải miền Trung,1236.71,0.842121435,0.157878565,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2012,98.4,18,56.7,711.5,554000,364000,238000,143000,418000,708000,1008000,1477000,2862000,,615.17,1040.52,626.92,201.57,8.3,8,16.3,2.75,90.96,,98.13,-9.1,,,418000,2862000,6.9,5997.8,1243.2,207.28,Bắc Trung Bộ và duyên hải miền Trung,1242.09,0.837717074,0.162282926,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2013,98.3,19.5,55.8,709.1,,,,,,,,,,24.7,618.22,1039.45,629.34,208.11,9.9,8.4,18.3,2.95,95.21,73,98.23,-4.1,,,,,,5997.3,1249.1,208.28,Bắc Trung Bộ và duyên hải miền Trung,1247.56,0.83318638,0.16681362,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2014,97.5,21.19,57,726.8,831000,372000,320000,287000,554000,963000,1489000,2176000,3851000,25.2,622.37,1040.02,632.88,215.23,8.4,11.1,19.5,3.12,97.09,107,98.34,-4,,,554000,3851000,6.9,5997.8,1255.3,209,Bắc Trung Bộ và duyên hải miền Trung,1255.25,0.828536148,0.171463852,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2015,97.6,19.3,57.1,734.9,,,,,,,,,,25.1,625.7,1039,635.6,222.3,9,7.6,16.6,2.65,97.14,126,98.4,-4.3,,,,,,5997.8,1261.3,210,Bắc Trung Bộ và duyên hải miền Trung,1261.3,0.82375327,0.17624673,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2016,97.7,19.2,55.1,714.7,809000,544000,387000,338000,654000,1085000,1613000,2382000,4668000,25.2,628.7,1037.2,638,229.5,10.7,8.6,19.3,3.21,97.89,133,98.6,-1.7,,,654000,4668000,7.1,5990.6,1266.7,211,Bắc Trung Bộ và duyên hải miền Trung,1266.7,0.818820557,0.181179443,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2017,98.1,21.5,54.2,705,,,,,,,,,,25.3,632.8,1037,641.4,237.3,12.9,6.6,19.5,3.24,95.21,112,98.7,-3.6,,,,,,5990.7,1272.2,212,Bắc Trung Bộ và duyên hải miền Trung,1274.3,0.813780115,0.186219885,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2018,97.9,24.2,54.1,707,1174000,519000,597000,554000,823000,1515000,2282000,3289000,6337000,25.4,636.3,1035.4,644.2,245.1,5.8,12.1,17.9,2.9,95.29,139,98.8,-3.6,10624,449,823000,6337000,7.7,5990.7,1277.5,213,Bắc Trung Bộ và duyên hải miền Trung,1280.5,0.808590394,0.191409606,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2019,98.5,25,53.3,707.2,1404000,606000,570000,542000,860000,1616000,2729000,3689000,6724000,25.5,641.5,1036.4,648.8,253.9,10.2,7.7,17.9,2.83,94.84,117,98.88,-5.6,9002,917,860000,6724000,7.8,5990.7,1290.3,215,Bắc Trung Bộ và duyên hải miền Trung,1290.3,0.803224056,0.196775944,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2020,98.05,25.7,50.47,671.83,,,,,851430,1686340,2695440,3700880,7225110,25.91,642.16,1008.86,654.46,287.77,9.63,7.38,17.01,2.73,93.03,183,98.12,-5.46,7502,669,851400,7225100,8.5,5990.67,1296.62,216,Bắc Trung Bộ và duyên hải miền Trung,1296.63,0.778063133,0.221936867,Hơn 2/3 dân số sống tại Nông thôn
Hà Tĩnh,2021,98.53,30.48,37.26,513.7,,,,,947110,1640500,2460090,3436730,6437260,26.38,650.79,1021.04,663.26,293.01,10.55,7.75,18.3,2.95,93.33,221,98.12,-5.19,6185,593,947100,6437300,6.8,5994.45,1314.06,219,Bắc Trung Bộ và duyên hải miền Trung,1314.05,0.777017617,0.222982383,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2007,,,57.6,667.5,,,,,,,,,,,542.1,991.1,579.2,130.2,9.4,6.2,15.6,2.08,,,93.6,1.8,,,,,,,,,Ðồng bằng sông Hồng,1121.3,0.883884777,0.116115223,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2008,,11.5,57,663.8,,,,,,,,,,,544.3,991.8,581.9,134.4,10.8,6.1,16.9,2.25,,,93.5,-1.2,,,,,,,,,Ðồng bằng sông Hồng,1126.2,0.880660629,0.119339371,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2009,97.4,13.7,59.3,681.6,,,,,,,,,,,552.9,992.3,575.7,136.3,9.4,7.5,16.9,2.11,,,96,-4,,,,,,,,,Ðồng bằng sông Hồng,1128.6,0.879230906,0.120769094,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2010,95.5,13,59.9,694.1,522000,261000,275000,141000,420000,740000,1006000,1328000,2490000,23.5,559.44,1001.67,579.97,137.75,8.7,7.4,16.1,2.13,84.08,,96.46,-0.2,,,420000,2490000,5.9,,,,Ðồng bằng sông Hồng,1139.42,0.879105159,0.120894841,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2011,96.5,13.4,60.8,707.8,,,,,,,,,,,566.23,1011.47,584.52,139.27,8.4,7.8,16.2,2.19,,,96.87,1.8,,,,,,926,1138.4,1229.37,Ðồng bằng sông Hồng,1150.74,0.87897353,0.12102647,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2012,97.9,17,60.4,701.8,785000,412000,445000,161000,648000,1163000,1564000,2048000,3589000,,573.82,1022.01,589.09,140.9,7.8,7.9,15.7,2.1,83.68,,97.41,-2.6,,,648000,3589000,5.5,926,1144.1,1235.53,Ðồng bằng sông Hồng,1162.91,0.878838431,0.121161569,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2013,98,17.7,60.5,724.1,,,,,,,,,,24.2,580.67,1032.87,594.85,142.65,9.8,7.9,17.7,2.46,83.98,230,97.62,4.5,,,,,,926,1151.6,1243.63,Ðồng bằng sông Hồng,1175.52,0.878649449,0.121350551,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2014,98,20.41,59.9,722.47,998000,429000,492000,273000,799000,1406000,1846000,2462000,4435000,23.9,588.08,1044.17,600.57,144.48,10.4,6.7,17.2,2.29,84.47,194,97.92,2.2,,,799000,4435000,5.5,926,1158.1,1251,Ðồng bằng sông Hồng,1188.65,0.878450343,0.121549657,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2015,98,19,59.3,715.9,,,,,,,,,,23.6,596.5,1055.9,605.5,146.1,9.6,7.2,16.8,2.4,85.01,194,98.5,-1.1,,,,,,926,1164.4,1257,Ðồng bằng sông Hồng,1202,0.878452579,0.121547421,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2016,98.3,19.3,58.3,715.1,1408000,506000,704000,277000,1100000,1792000,2346000,3074000,6207000,24,604.7,1067.6,610.8,147.9,9.6,7,16.5,2.37,93.1,213,99,0.9,,,1100000,6207000,5.6,930.3,1170.2,1258,Ðồng bằng sông Hồng,1215.5,0.878321678,0.121678322,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2017,98.6,19.9,57.5,716.1,,,,,,,,,,24.4,613.2,1079.3,615.6,149.5,5.8,8.1,13.9,2.1,90.44,276,99.6,1.6,,,,,,930.2,1176.3,1265,Ðồng bằng sông Hồng,1228.8,0.878336589,0.121663411,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2018,98.2,20.4,57.1,717.9,2057000,449000,925000,412000,1408000,2404000,3039000,3923000,8489000,24.3,620.6,1090.9,621.8,151.5,8.9,6.1,15,2.39,91.09,300,99.8,1.5,7927,854,1408000,8489000,6,930.2,1188.9,1278,Ðồng bằng sông Hồng,1242.4,0.878058596,0.121941404,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2019,98.9,25.3,56.8,726.8,2255000,391000,1133000,404000,1456000,2398000,3610000,4642000,8835000,24.4,628.7,1048.5,627.1,207.3,10.8,6.3,17.1,2.4,92.6,237,100.25,-0.5,7276,879,1456000,8835000,6.1,930.2,1255.8,1350,Ðồng bằng sông Hồng,1255.8,0.834925944,0.165074056,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2020,98.3,26.35,55.57,722.01,,,,,1711560,2879390,3603740,4550750,7488010,25.03,636.39,1059.36,632.7,209.73,11.51,6.03,17.54,2.4,91.05,140,100.58,4.07,5865,974,1711600,7488000,4.4,930.22,1269.09,1364,Ðồng bằng sông Hồng,1269.09,0.834739853,0.165260147,Hơn 2/3 dân số sống tại Nông thôn
Hưng Yên,2021,98.19,26.66,52.04,680.5,,,,,1622300,3000610,3857010,4911820,7590970,25.35,644.15,1070.99,640.41,213.57,10.77,5.89,16.66,2.43,91.23,162,100.58,-0.07,5315,699,1622300,7591000,4.7,930.2,1284.55,1381,Ðồng bằng sông Hồng,1284.56,0.833740736,0.166259264,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2007,,,57.3,1010.3,,,,,,,,,,,827.7,1415.8,867,278.9,8.7,6.1,14.8,2.04,,,95.5,-2.8,,,,,,,,,Ðồng bằng sông Hồng,1694.7,0.835428099,0.164571901,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2008,,15.1,56.9,1012.1,,,,,,,,,,,831.4,1385.4,869.4,315.4,9.1,6,15.1,2.13,,,95.6,-0.8,,,,,,,,,Ðồng bằng sông Hồng,1700.8,0.814557855,0.185442145,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2009,97.3,14.7,58.9,1033.7,,,,,,,,,,,835.1,1383.1,871.7,323.7,8.5,7.7,16.2,1.99,,,95.8,-4.3,,,,,,,,,Ðồng bằng sông Hồng,1706.8,0.810346848,0.189653152,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2010,97.4,14.4,60.1,1054.2,600000,258000,286000,163000,441000,811000,1125000,1512000,2634000,24.3,844.22,1386.3,878.54,336.46,7.5,7.6,15.2,1.98,86.89,,96.09,-2.2,,,441000,2634000,6,,,,Ðồng bằng sông Hồng,1722.76,0.804697114,0.195302886,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2011,97.6,13.2,61.7,1091.5,,,,,,,,,,,857.84,1396.34,889.99,351.49,7.8,7.7,15.5,2.01,,,96.39,2.3,,,,,,1656,1729.8,1044.57,Ðồng bằng sông Hồng,1747.83,0.798899206,0.201100794,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2012,98.4,14.6,60.4,1088.3,996000,377000,415000,259000,701000,1261000,1747000,2310000,4207000,,869.02,1401.76,898.81,366.07,8.5,7.7,16.2,2.07,87.39,,96.68,0.8,,,701000,4207000,6,1656,1741.7,1051.75,Ðồng bằng sông Hồng,1767.83,0.792926922,0.207073078,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2013,98.7,14,60.8,1098.3,,,,,,,,,,23.9,876.2,1400.22,903.47,379.46,7.7,7.6,15.3,1.99,88.24,262,96.98,-2.9,,,,,,1656,1751.8,1057.85,Ðồng bằng sông Hồng,1779.68,0.786781893,0.213218107,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2014,98,15.15,58.3,1070.83,1289000,433000,651000,382000,992000,1681000,2216000,2919000,5959000,24.9,885.52,1401.53,910.27,394.26,9,7,16,2.06,88.08,333,97.28,-1.6,,,992000,5959000,6,1656,1763.2,1065,Ðồng bằng sông Hồng,1795.79,0.780453171,0.219546829,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2015,98.2,19,57.8,1073.8,,,,,,,,,,25.2,895.3,1403,917.5,409.8,6.7,7.8,14.5,2,89.26,338,97.6,-1,,,,,,1656,1774.5,1072,Ðồng bằng sông Hồng,1812.8,0.773940865,0.226059135,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2016,98.5,19.3,56.2,1051.1,1662000,451000,614000,442000,1105000,1955000,2614000,3441000,6751000,25.1,906.6,1406.2,926.2,426.6,9.7,6.4,16.1,2.3,94.52,378,97.9,-1.4,,,1105000,6751000,6.1,1668.3,1785.8,1070,Ðồng bằng sông Hồng,1832.8,0.767241379,0.232758621,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2017,98,20.8,56.7,1071.7,,,,,,,,,,24.9,916.8,1407,933.8,443.6,5.4,7.7,13.1,1.95,93.11,409,98.2,-0.6,,,,,,1668.2,1797.3,1077,Ðồng bằng sông Hồng,1850.6,0.760293959,0.239706041,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2018,98.2,17.5,55.5,1067.6,2094000,529000,676000,394000,1172000,2408000,3085000,3926000,7893000,25.3,931.7,1414.3,946,463.4,8.1,8.8,16.9,2.59,92.87,415,98.5,2.3,11775,2018,1172000,7893000,6.7,1668.2,1807.5,1083,Ðồng bằng sông Hồng,1877.7,0.753208713,0.246791287,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2019,99,22.1,55.6,1070.8,2542000,384000,786000,378000,1302000,2414000,3527000,4410000,8822000,24.9,942.7,1302.7,954.2,594.2,10.7,6.6,17.4,2.48,94.66,467,98.8,-2.3,11281,2095,1302000,8822000,6.8,1668.2,1896.9,1137,Ðồng bằng sông Hồng,1896.9,0.686752069,0.313247931,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2020,98.69,24.77,52.15,1015.05,,,,,2059230,3150770,3872780,4797290,8081610,25.06,956.47,1313.54,960.3,603.24,12.42,6.39,18.8,2.57,93.24,365,99.6,-0.5,8841,1990,2059200,8081600,3.9,1668.24,1916.77,1149,Ðồng bằng sông Hồng,1916.78,0.685284696,0.314715304,Hơn 2/3 dân số sống tại Nông thôn
Hải Dương,2021,98.73,30.4,48.02,939.9,,,,,1694830,2890250,3641870,4478390,8839000,25.87,966.45,1323.6,970.32,613.18,11.5,5.19,16.69,2.44,92.58,471,99.6,-2.02,7885,1944,1694800,8839000,5.2,1668.28,1936.78,1161,Ðồng bằng sông Hồng,1936.78,0.683402348,0.316597652,Hơn 2/3 dân số sống tại Nông thôn
Hải Phòng,2007,,,52.4,1009.7,,,,,,,,,,,892.9,1022.5,913.6,784,8.9,5.5,14.4,1.86,,,97.7,1.8,,,,,,,,,Ðồng bằng sông Hồng,1806.5,0.566011625,0.433988375,Tương đối cân bằng giữa Thành thị và Nông thôn
Hải Phòng,2008,,23.1,52.6,1012,,,,,,,,,,,903.1,1008.2,921,815.9,8.5,6.3,14.8,1.95,,,98.1,1.8,,,,,,,,,Ðồng bằng sông Hồng,1824.1,0.552710926,0.447289074,Tương đối cân bằng giữa Thành thị và Nông thôn
Hải Phòng,2009,97.9,23.3,52.6,1019.4,,,,,,,,,,,912.6,991.9,927.8,848.5,10.5,7.6,18.1,2.16,,,98.4,1.8,,,,,,,,,Ðồng bằng sông Hồng,1840.4,0.538958922,0.461041078,Tương đối cân bằng giữa Thành thị và Nông thôn
Hải Phòng,2010,98.1,22.5,55.3,1066.2,958000,115000,418000,204000,510000,865000,1219000,1806000,4069000,24.5,923.85,1004.98,939,857.87,9.1,7.5,16.6,1.98,91.48,,98.39,3.2,,,510000,4069000,8,,,,Ðồng bằng sông Hồng,1862.85,0.539485197,0.460514803,Tương đối cân bằng giữa Thành thị và Nông thôn
Hải Phòng,2011,98.3,23.7,55.4,1079.4,,,,,,,,,,,935.61,1018.55,950.58,867.64,8.9,7.6,16.5,2,,,98.43,2.1,,,,,,1523.4,1879.8,1233.95,Ðồng bằng sông Hồng,1886.19,0.540003923,0.459996077,Tương đối cân bằng giữa Thành thị và Nông thôn
